DEPTH,CARB_FLAG,COAL_FLAG,DT,GR,NPHI,RD,RHOB,ROP5_RM,RS,RT,SAND_FLAG,depth_m,OBG,OBG_inc,NCL,Mud,PP-3,PP-2.5,PP-2
1470.2028,,,139.705902,134.571792,0.41769999,1.29349994,1.92040002,34.2930984,1.495,1.27110004,,1470.2028,0.4159915864130472,3866.872094434282,144.64773525661772,2088.040824672,1892.5163431352019,1926.5359808524888,1959.9694345704365
1470.3552,,,141.984497,134.296707,0.41159999,1.28460001,1.94620001,34.287899,1.37800002,1.22720003,,1470.3552,0.42158030681388364,3867.293674741096,144.64131223892804,2088.257269248,1986.50884398973,2003.8623132191842,2021.0556669003986
1470.5076,,,135.642395,133.003799,0.37779998,1.30509996,1.93920004,34.2709999,1.32899999,1.23679995,,1470.5076,0.4200639932360782,3867.713738734332,144.63488927158113,2088.473713824,1710.628068118739,1778.7611425130813,1844.742185632236
1470.66,,,145.567199,134.296707,0.3632,1.31050002,1.92630004,34.0761985,1.50090003,1.31789994,,1470.66,0.41726963195257427,3868.1310083662847,144.62846635457691,2088.6901584,2122.8943650549672,2117.2396664329654,2111.5666461600695
1470.8124,,,150.137298,135.314498,0.37299999,1.32079994,1.89390003,34.0746994,1.5223,1.27740001,,1470.8124,0.4102512340045787,3868.541259600289,144.62204348791542,2088.906602976,2277.9135314423793,2247.867502416776,2217.253921446599
1470.9648,,,144.714996,135.6996,0.42579999,1.31270003,1.87409996,34.0746994,1.46259999,1.18630003,,1470.9648,0.40596219919692994,3868.947221799486,144.61562067159667,2089.123047552,2092.7871291195306,2092.1769731084887,2091.566607493393
1471.1172,,,146.612792,135.507095,0.44499999,1.32949995,1.8657,34.077301,1.66120004,1.14470005,,1471.1172,0.4041426237700321,3869.351364423256,144.60919790562065,2089.339492128,2161.323080911856,2149.5312204445368,2137.657951504874
1471.2696,,,154.095703,138.257904,0.5295,1.34889996,1.87569999,34.0746994,1.47599995,1.14149999,,1471.2696,0.40630879314146057,3869.7576732163975,144.6027751899873,2089.555936704,2398.7073873704353,2351.1888863488366,2302.135422205266
1471.422,,,144.616699,141.999099,0.54860001,1.34870004,1.90709996,34.0784988,1.55690002,1.12829995,,1471.422,0.41311056527100987,3870.1707837816684,144.59635252469673,2089.77238128,2090.523741310817,2090.3985366625866,2090.2733232057544
1471.5744,,,142.597305,145.492706,0.5629,1.33440005,1.93869996,34.0783004,1.94659996,1.15250003,,1471.5744,0.419955667329826,3870.590739448998,144.5899299097489,2089.988825856,2014.2956138482746,2027.1309901418742,2039.8776160625798
1471.7268,,,144.680603,146.483001,0.40759998,1.3341,1.97150003,34.0746994,1.97730004,1.20099997,,1471.7268,0.4270607251363547,3871.0178001741347,144.58350734514377,2090.205270432,2093.7881932535156,2093.191540445925,2092.5946873296216
1471.8792,,,145.091995,146.483001,0.3795,1.31120002,1.97449994,34.0798988,1.87129998,1.10860002,,1471.8792,0.4277105571020909,3871.445510731237,144.57708483088138,2090.4217150080003,2109.3162772516453,2106.181161377139,2103.0404676191492
1472.0316,,,146.421295,147.115707,0.38460001,1.32529997,1.97319996,34.1119003,1.77250003,1.0345,,1472.0316,0.427428959134546,3871.8729396903714,144.5706623669617,2090.6381595840003,2157.3277026771593,2146.388748987477,2135.3800037838455
1472.184,,,146.852294,146.565505,0.4873,1.31930005,1.95529997,34.2916984,1.89330005,1.12639999,,1472.184,0.4235515142484134,3872.29649120462,144.56423995338474,2090.85460416,2172.832033897785,2159.435909218977,2145.934188829921
1472.3364,,,148.896301,148.408599,0.60820001,1.36740005,1.95229995,34.2913017,2.06159996,1.09920001,,1472.3364,0.4229016584547904,3872.7193928630745,144.55781759015053,2091.0710487359997,2242.3162225638034,2218.0311768746355,2193.3844025928906
1472.4888,,,147.785003,143.016906,0.4614,1.36109995,1.95770001,34.287899,1.90989995,1.08870005,,1472.4888,0.4240714040821236,3873.1434642671566,144.55139527725902,2091.287493312,2205.71056308503,2187.163516853391,2168.410169712327
1472.6412,,,148.494796,138.257904,0.4345,1.34179997,1.97319996,34.290699,2.11089992,1.07879996,,1472.6412,0.427428959134546,3873.5708932262914,144.54497301471028,2091.503937888,2229.958935859676,2207.6536901034788,2185.0457427357405
1472.7936,,,146.645996,132.921295,0.43029999,1.33039999,1.97000002,34.2923011,1.97220003,1.08169996,,1472.7936,0.4267357972395432,3873.997629023531,144.53855080250423,2091.720382464,2167.4605770657317,2155.06451196964,2142.5784034551
1472.946,,,140.738693,132.646194,0.56400001,1.32809996,1.98150002,34.287899,2.02069997,1.10570001,,1472.946,0.4292268945077832,3874.4268559180387,144.5321286406409,2091.93682704,1943.8825848295041,1969.3858749739336,1994.5522560829518
1473.0984,,,138.361892,130.8031,0.65289998,1.32529997,1.99249994,34.2897987,2.07960009,1.08469998,,1473.0984,0.4316096658697709,3874.858465583908,144.52570652912033,2092.153271616,1843.131441958421,1886.928626587877,1929.7816915796252
1473.2508,,,141.189407,126.704299,0.58530002,1.31429994,2.00740003,34.2930984,2.17459988,1.05429995,,1473.2508,0.4348372809563386,3875.2933028648645,144.51928446794247,2092.369716192,1963.2232664497305,1985.379697092793,2007.2793863982001
1473.4032,,,141.277801,124.668701,0.51929998,1.31070005,2.00020003,34.287899,2.05559992,1.07280004,,1473.4032,0.4332776374492666,3875.726580502314,144.51286245710736,2092.586160768,1967.2656412878082,1988.7479275544945,2009.9884018910743
1473.5556,,,144.680603,129.345199,0.47440001,1.29659998,1.99479997,34.2887992,2.04200005,1.05789995,,1473.5556,0.43210789182193354,3876.158688394136,144.50644049661494,2092.802605344,2099.2351198471565,2098.1646476039605,2097.0935304760633
1473.708,,,144.831695,137.680297,0.45469999,1.31770002,2.00060009,34.2891006,2.09159994,1.06780004,,1473.708,0.4333642973077999,3876.5920526914438,144.50001858646525,2093.0190499200003,2105.24459328811,2103.212837760888,2101.1787517871467
1473.8604,,,136.234405,147.033203,0.4375,1.31669998,1.98290002,34.2899017,1.99389994,1.03110003,,1473.8604,0.42953015852304716,3877.0215828499668,144.4935967266583,2093.2354944960002,1748.7444464132677,1810.4651070586483,1870.395850458157
1474.0128,,,139.130599,143.099395,0.4002,1.29309999,1.99,34.2930984,1.88370001,1.05780005,,1474.0128,0.4310681359824,3877.4526509859493,144.48717491719407,2093.4519390719997,1879.3630594154863,1916.750455519734,1953.438274691419
1474.1652,,,141.646804,134.571792,0.3962,1.27009999,1.96430003,34.2900009,1.83850002,1.0697,,1474.1652,0.4255010816292827,3877.8781520675784,144.48075315807256,2093.6683836479997,1984.4206424740794,2003.082424145186,2021.5602766320487
1474.3176,,,136.787002,123.953498,0.36000001,1.28659999,1.96669995,34.2887992,1.77499997,1.11409997,,1474.3176,0.4260209454689344,3878.304173013047,144.4743314492938,2093.884828224,1775.8114088003686,1832.5116893554339,1887.682869849017
1474.47,,,131.613296,125.136299,0.30129998,1.28750002,1.94669997,34.2891006,1.81029999,1.15550005,,1474.47,0.4216886067260775,3878.7258616197732,144.46790979085776,2094.1012728,1518.4555459605385,1625.9087696006218,1728.4700979378485
1474.6224,,,150.022399,129.537704,0.27900001,1.30369997,1.9562,34.2050018,1.90349996,1.11259996,,1474.6224,0.423746476185312,3879.1496080959587,144.4614881827644,2094.317717376,2285.527842514781,2255.144976747363,2224.182852744284
1474.7748,,,147.399993,134.021606,0.33250001,1.31340003,1.96720004,34.0746994,1.81239998,1.14680004,,1474.7748,0.42612927354135816,3879.5757373695,144.45506662501384,2094.534161952,2199.4016449896617,2182.3616582594914,2165.148855421109
1474.9272,,,140.728897,134.131607,0.36989998,1.33420002,1.9591,34.0768013,1.95060002,1.16550004,,1474.9272,0.42437466593121614,3880.0001120354314,144.44864511760596,2094.750606528,1949.4126203027736,1974.432364348665,1999.1278611927066
1475.0796,,,137.999603,132.288604,0.4142,1.33539998,1.96150004,34.0746994,1.88820004,1.16149997,,1475.0796,0.4248945557649262,3880.425006591196,144.44222366054083,2094.967051104,1833.0442653553446,1879.2252129545761,1924.3644979659903
1475.232,,,141.690994,129.620193,0.36349999,1.31959998,1.96259999,34.0746994,1.73969995,1.18560004,,1475.232,0.42513282380320444,3880.8501394149994,144.43580225381842,2095.18349568,1989.3855328001966,2007.4441101266423,2025.3302749141935
1475.3844,,,138.684906,129.317596,0.36219999,1.32969999,1.97189998,34.0778007,1.88010001,1.19410002,,1475.3844,0.427147361167001,3881.2772867761664,144.42938089743873,2095.399940256,1864.1621529015274,1904.6831115432185,1944.390062069226
1475.5368,,,139.076599,128.960006,0.3682,1.33630001,1.96280002,34.0555992,1.79770004,1.2414,,1475.5368,0.4251761537324711,3881.702462929899,144.42295959140176,2095.616384832,1881.6153046903005,1918.9847942625224,1955.6560748866316
1475.6892,,,139.583206,132.371093,0.2926,1.34570002,1.9555,31.3456001,1.68920004,1.26470005,,1475.6892,0.42359484417768006,3882.126057774077,144.41653833570754,2095.832829408,1903.771915354329,1937.1594215866949,1969.9834667336497
1475.8416,,,137.434097,136.332305,0.3156,1.33969998,1.96109998,11.2218999,1.76909995,1.18659996,,1475.8416,0.424807895906393,3882.550865669983,144.41011713035604,2096.049273984,1809.9637771429166,1860.6436374253383,1910.0842502703601
1475.994,,,141.823593,141.366394,0.3508,1.32599997,1.94579994,11.3508996,1.6351,1.1796,,1475.994,0.4214936447891788,3882.972359314772,144.40369597534726,2096.2657185599996,1996.9678467994447,2013.892684291947,2030.66563979146
1476.1464,,,143.744903,139.248199,0.43259999,1.32369995,1.91890001,11.4940004,1.75139999,1.11810004,,1476.1464,0.4156666585162356,3883.388025973288,144.3972748706812,2096.482163136,2072.0425001871085,2076.138867518738,2080.225970894332
1476.2988,,,137.911193,135.672103,0.42789998,1.31509995,1.90279996,11.6402997,1.58940005,1.15429997,,1476.2988,0.4121791115098419,3883.800205084798,144.39085381635786,2096.698607712,1832.7808892840912,1879.3297199536198,1924.8221034117507
1476.4512,,,138.322601,131.930999,0.3957,1.31210005,1.90929996,11.7742004,1.81309998,1.15789997,,1476.4512,0.4135871230092819,3884.2137922078073,144.38443281237727,2096.915052288,1851.4878847371754,1894.6163672774928,1936.829789897831
1476.6036,,,139.779602,133.939102,0.3587,1.33220005,1.92579996,11.9112997,1.88419997,1.125,,1476.6036,0.4171613060463219,3884.630953513854,144.3780118587394,2097.131496864,1914.851100577874,1946.4734702627406,1977.5881820674663
1476.756,,,145.131301,134.131607,0.34819999,1.33369994,1.93519997,12.0546998,1.89610004,1.14559996,,1476.756,0.4191975094578374,3885.0501510233116,144.37159095544425,2097.34794144,2125.2751708954875,2120.65111517374,2116.0149090966574
1476.9084,,,147.703399,132.288604,0.39289999,1.33270001,1.95469999,12.0838003,2.21650004,1.18200004,,1476.9084,0.42342154828850054,3885.4735725716,144.36517010249185,2097.564386016,2216.070271556302,2196.8793491443776,2177.467814072351
1477.0608,,,137.999603,130.280395,0.54140001,1.35759997,1.95879995,12.2185001,2.03410005,1.17560005,,1477.0608,0.4243096699542303,3885.8978822415543,144.35874929988213,2097.780830592,1839.0207886804292,1884.6120125119014,1929.1877578385872
1477.2132,,,141.813796,130.995697,0.52700001,1.35769999,1.96619999,16.5494995,1.86020004,1.26020002,,1477.2132,0.4259126455567405,3886.323794887111,144.35232854761517,2097.9972751679998,2000.2323199647142,2016.8899707955393,2033.4005039839326
1477.3656,,,143.441497,136.772399,0.38699999,1.34590005,1.96519994,49.874401,1.88409996,1.32700002,,1477.3656,0.4256960175721228,3886.749490904683,144.34590784569093,2098.213719744,2064.169355829019,2069.8880885988524,2075.5888776284555
1477.518,,,140.935195,139.5233,0.2935,1.32990002,1.97140002,49.8791999,2.07189989,1.37969994,,1477.518,0.42703906125480706,3887.1765299659382,144.3394871941094,2098.43016432,1965.6523394467372,1988.4474248924462,2010.9720917178531
1477.6704,,,146.054092,138.533004,0.31409999,1.34749996,1.98539996,49.8771018,2.49769997,1.21749997,,1477.6704,0.4300716884104179,3887.606601654348,144.33306659287064,2098.646608896,2161.1448630085497,2150.8822128219817,2140.5585581043006
1477.8228,,,147.111404,133.746505,0.31999999,1.27810001,1.98670005,49.8773002,2.39560008,1.05449998,,1477.8228,0.43035331020584977,3888.0369549645543,144.32664604197458,2098.8630534719996,2198.5568127476045,2182.335570196488,2165.9585822753447
1477.9752,,,144.2397,132.728698,0.37709999,1.2838,1.99759995,49.8782997,2.02189993,1.0173,,1477.9752,0.43271441552011836,3888.4696693800743,144.32022554142122,2099.079498048,2096.080904660789,2096.58101895167,2097.0809937001104
1478.1276,,,142.5531,136.854904,0.34119999,1.27460002,1.99409997,49.8754005,1.70860004,1.04820001,,1478.1276,0.43195625981430147,3888.9016256398886,144.3138050912106,2099.295942624,2032.162087817824,2043.523452228822,2054.8152966028674
1478.28,,,142.930099,142.549194,0.3594,1.23489999,1.97710001,49.8718986,2.0150001,1.07210004,,1478.28,0.4282737768650676,3889.329899416754,144.30738469134275,2099.5123872,2047.271742993935,2056.0832215485475,2064.85255042724
1478.4324,,,142.920196,144.832397,0.54559999,1.25899994,1.92649996,49.8718986,2.25060009,0.99849998,,1478.4324,0.41731293805395386,3889.7472123548077,144.30096434181758,2099.728831776,2047.3452758776336,2056.181131813448,2064.9746124409367
1478.5848,,,142.661102,143.347,0.46669998,1.27119994,1.74689996,49.882801,2.00530004,1.0187,,1478.5848,0.3784084972386579,3890.1256208520463,144.29454404263515,2099.9452763520003,2037.7468648717547,2048.2613482846864,2058.71614932376
1478.7372,,,147.229293,140.238494,0.62129998,1.27020001,1.66869997,49.8734016,2.05200004,1.00429999,,1478.7372,0.3614690379807975,3890.487089890027,144.28812379379545,2100.161720928,2205.3274674384775,2188.2389637448496,2170.9771726340555
1478.8896,,,148.739196,139.880905,0.45860001,1.30840003,1.94459998,49.8802986,2.00480008,1.05710005,,1478.8896,0.42123371286935296,3890.9083236028964,144.2817035952985,2100.3781655039998,2256.5806438578775,2231.5269143424784,2206.0891190302327
1479.042,,,141.620407,140.541107,0.41949999,1.29719996,1.9799,49.8757019,2.07500004,1.03830003,,1479.042,0.4288803027294241,3891.3372039056258,144.27528344714423,2100.5946100799997,1997.984789461766,2015.4859030502546,2032.8252459221562
1479.1944,,,143.253005,144.859893,0.45129999,1.32249999,2.01530003,49.8785018,2.22839999,1.11430001,,1479.1944,0.43654855647104274,3891.773752462097,144.26886334933272,2100.811054656,2062.4391544358978,2068.8910931950677,2075.3202764048724
1479.3468,,,140.827102,143.677093,0.3826,1.34500002,1.89950001,49.8773002,2.13669991,1.20369994,,1479.3468,0.41146428573329163,3892.18521674783,144.26244330186393,2101.027499232,1966.7232175309446,1989.7869950752602,2012.5745075804166
1479.4992,,,141.725402,141.641403,0.3125,1.38010001,1.78260004,49.8767013,2.17370009,1.17130005,,1479.4992,0.3861417469572622,3892.5713584947875,144.25602330473785,2101.243943808,2003.5635748841103,2020.2059102505127,2036.701625084776
1479.6516,,,140.048599,138.505401,0.335,1.39880001,1.68710005,49.8718986,1.94000005,1.18620002,,1479.6516,0.3654548109393537,3892.936813305727,144.24960335795453,2101.460388384,1935.3606215637224,1964.076644573572,1992.371427285863
1479.804,,,140.704299,136.579803,0.38019999,1.41900002,1.96099996,49.8807983,1.99090003,1.18089997,,1479.804,0.42478622985867387,3893.361599535586,144.2431834615139,2101.67683296,1963.058993705271,1986.8852108399765,2010.4173349028313
1479.9564,,,136.924499,137.762695,0.43009999,1.40509998,1.98880004,49.8829994,2.01519989,1.23109996,,1479.9564,0.43080820406257425,3893.7924077396483,144.236763615416,2101.893277536,1799.2074303157347,1852.9917756519594,1905.3950570378433
1480.1088,,,136.601593,135.562103,0.37619999,1.4059,2.01340007,49.8721008,2.0697,1.25929999,,1480.1088,0.4361369925435848,3894.228544732192,144.23034381966085,2102.109722112,1784.7776222314405,1841.3229025494534,1896.3524478047834
1480.2612,,,138.621002,140.128494,0.37029999,1.41110002,2.01909995,49.8815994,1.88359999,1.17250001,,1480.2612,0.43737168432595847,3894.6659164165176,144.22392407424843,2102.326166688,1876.0896694194084,1915.687664593185,1954.5088740378542
1480.4136,,,136.591705,140.128494,0.4733,1.37109994,2.01539993,49.8740997,1.67910003,1.21089994,,1480.4136,0.43657019652470336,3895.1024866130424,144.2175043791787,2102.5426112640002,1785.2377157896267,1841.7770100647758,1896.8011874275342
1480.566,,,138.376602,143.154403,0.5126,1.37329995,2.03489995,49.880001,1.6509,1.19599997,,1480.566,0.4407942353553663,3895.543280848398,144.21108473445173,2102.7590558399997,1866.291352052192,1907.7648374771109,1948.3906952768527
1480.7184,,,141.754898,138.312896,0.55940002,1.35169994,2.05060005,49.8718986,1.67509996,1.18359994,,1480.7184,0.44419514633111373,3895.987475994729,144.20466514006745,2102.9755004159997,2008.400813734983,2024.5027730007653,2040.467375345469
1480.8708,,,141.125503,136.662399,0.4528,1.35399997,2.06410002,49.8718986,1.67359995,1.20019996,,1480.8708,0.4471194714083592,3896.4345954661376,144.19824559602594,2103.1919449919997,1983.4896086882543,2003.9809794426712,2024.2528476613136
1481.0232,,,138.729095,135.011901,0.43959999,1.34609997,2.06719994,49.8718986,1.6775,1.25810003,,1481.0232,0.4477909672556428,3896.882386433393,144.19182610232713,2103.408389568,1883.0915947112692,1921.6062987645587,1959.3843908349106
1481.1756,,,140.773101,138.1203,0.48989999,1.32850003,2.05559992,49.8795013,1.61409997,1.25699996,,1481.1756,0.44527820393968376,3897.3276646373324,144.18540665897106,2103.624834144,1970.0007738384747,1992.943479164102,2015.6130768346802
1481.328,,,139.563507,140.156005,0.39719998,1.33650004,2.04329991,49.8740005,1.54569995,1.19079995,,1481.328,0.4426138107822642,3897.770278448115,144.1789872659577,2103.84127872,1919.910310418837,1951.8255883047802,1983.2258727235408
1481.4804,,,136.611404,141.256301,0.4187,1.3355,2.02020001,49.8718986,1.48539996,1.16340005,,1481.4804,0.4376099761921236,3898.207888424307,144.1725679232871,2104.057723296,1789.3572231145863,1845.4015150091536,1899.956387711726
1481.6328,,,139.238601,141.448898,0.386,1.31529998,2.00090003,49.8829994,1.49960005,1.20819997,,1481.6328,0.4334292694568987,3898.641317693764,144.16614863095919,2104.274167872,1906.9490090836935,1941.2826042538054,1975.0243430652774
1481.7852,,,146.009902,144.474792,0.46380001,1.35430002,2.01679992,49.8726997,1.58659994,1.13820004,,1481.7852,0.4368734583737957,3899.0781911521376,144.15972938897403,2104.490612448,2171.850451616734,2160.8020080210354,2149.6828915759534
1481.9376,,,145.380599,148.050903,0.3073,1.42420005,2.02390003,49.881401,1.82799994,1.13450002,,1481.9376,0.4384114639933787,3899.516602616131,144.1533101973316,2104.707057024,2149.7792317745166,2142.3465833547452,2134.882362046692
1482.09,,,142.9104,152.259704,0.28819999,1.34850001,2.03329992,49.8718986,1.85810005,1.18089997,,1482.09,0.4404476414108358,3899.957050257542,144.14689105603185,2104.9235016,2057.926174546632,2065.8436543305106,2073.727102933395
1482.2424,,,142.067993,152.452301,0.266,1.26059997,2.01839995,49.8759994,1.84529995,1.31799995,,1482.2424,0.43722005231832634,3900.39427030986,144.14047196507488,2105.139946176,2025.4210677530812,2038.9492310842707,2052.3797870454637
1482.3948,,,138.753601,150.994293,0.3294,1.29659998,2.0288999,49.8777008,1.33239996,1.17429995,,1482.3948,0.4394945216019487,3900.8337648314623,144.1340529244606,2105.356390752,1888.2825352415555,1926.2035583573386,1963.4100635155132
1482.5472,,,141.843307,147.225692,0.38440001,1.26209998,2.03110003,49.8785018,1.53289997,1.2048,,1482.5472,0.4399711075004507,3901.2737359389625,144.12763393418908,2105.5728353279997,2017.4111211366587,2032.3997316222667,2047.2690879528611
1482.6996,,,144.670806,144.199707,0.44209998,1.32159996,2.02909994,49.8751983,1.40499997,1.14279997,,1482.6996,0.43953785369738685,3901.71327379266,144.12121499426027,2105.7892799039996,2126.179270899832,2122.7970866954806,2119.408459826571
1482.852,,,144.705093,139.330703,0.50309997,1.29120004,2.04229998,49.8810005,1.54260003,1.23870003,,1482.852,0.442397208791705,3902.155671001452,144.11479610467418,2106.00572448,2127.8973343792527,2124.2673500663286,2120.629939108795
1483.0044,,,146.009902,137.322601,0.38730001,1.28229999,2.04139995,49.8829994,1.55480003,1.26670002,,1483.0044,0.44220224685480636,3902.5978732483068,144.10837726543082,2106.222169056,2175.4961094148894,2164.1388098617686,2152.706825506721
1483.1568,,,145.3069,135.672103,0.36090001,1.3104,2.05879998,49.8718986,1.49300003,1.25199997,,1483.1568,0.44597139182874496,3903.0438446401354,144.1019584765302,2106.438613632,2150.763469419734,2143.4526735240124,2136.111375810554
1483.3092,,,139.950302,139.7984,0.30739998,1.32389998,2.0381999,49.8996009,1.48409998,1.17980003,,1483.3092,0.4415090611319166,3903.4853537012673,144.0955397379723,2106.655058208,1942.2163904415504,1970.6324383775109,1998.6367774681144
1483.4616,,,137.0522,143.099395,0.38379999,1.36240005,2.03480005,50.3298988,1.44379997,1.10150003,,1483.4616,0.4407725953017057,3903.926126296569,144.08912104975713,2106.871502784,1815.6072186952824,1867.239413055264,1917.595038264469
1483.614,,,141.6548,147.225692,0.4131,1.28760004,2.01970005,50.3328018,1.60090005,1.13530004,,1483.614,0.43750167627992975,3904.363627972849,144.08270241188467,2107.08794736,2013.0813697184597,2029.0838371460613,2044.950904919458
1483.7664,,,144.714996,147.500701,0.47929999,1.34730005,2.01550006,50.3370018,1.65310001,1.10570001,,1483.7664,0.43659188640030927,3904.8002198592494,144.07628382435496,2107.304391936,2130.9997129988087,2127.0722965860996,2123.1361843817167
1483.9188,,,146.401596,148.326004,0.46239998,1.28429996,2.00200009,50.3353004,1.62769997,1.21979999,,1483.9188,0.4336675613230639,3905.2338874205725,144.06986528716794,2107.5208365119997,2192.0562851204386,2178.2482789750284,2164.3289819550137
1484.0712,,,145.872406,146.125305,0.3729,1.30970001,2.00029993,50.3344993,1.39199995,1.20319998,,1484.0712,0.43329927750292735,3905.667186698075,144.06344680032367,2107.737281088,2173.7994507456797,2162.9601130520987,2152.052934588003
1484.2236,,,140.004394,146.950607,0.4521,1.29939997,1.99310004,50.337799,1.45200002,1.22409999,,1484.2236,0.43173965782374224,3906.098926355899,144.05702836382216,2107.953725664,1947.2402012913474,1974.990217171973,2002.3471146661004
1484.376,,,139.150299,145.492599,0.42140001,1.34860002,2.02110004,50.3322982,1.44430005,1.11099994,,1484.376,0.4378049381290222,3906.536731294028,144.05060997766333,2108.1701702399996,1911.4072230329764,1945.6359792996689,1979.2775016295593
1484.5284,,,142.533401,145.850204,0.55119997,1.34479999,2.01749992,50.3298988,1.71399998,1.08070003,,1484.5284,0.4370250903814278,3906.9737563844096,144.04419164184725,2108.3866148159996,2050.5855853809944,2060.346501911892,2070.056095398929
1484.6808,,,142.156402,140.348495,0.4023,1.34150004,2.01329994,50.3298988,1.99940001,1.21389997,,1484.6808,0.4361153026679788,3907.4098716870776,144.03777335637386,2108.603059392,2036.234673975107,2048.495161315119,2060.6753143550613
1484.8332,,,142.166198,136.662399,0.34659999,1.34580004,2.00370001,50.3129005,1.52970004,1.17709994,,1484.8332,0.4340357931550836,3907.8439074802327,144.03135512124322,2108.819503968,2037.079288859914,2049.2316424264127,2061.305055170675
1484.9856,,,142.508895,137.762695,0.33779999,1.3535,2.02069997,49.8736,1.45669996,1.18850004,,1484.9856,0.4377182761043174,3908.281625756337,144.02493693645533,2109.035948544,2051.0005599760752,2060.8015188593986,2070.550757625179
1485.138,,,141.1501,141.999099,0.34529998,1.35689997,2.0288999,49.8799018,1.51619994,1.1473,,1485.138,0.4394945216019487,3908.721120277939,144.01851880201014,2109.25239312,1997.3027617499056,2016.4333697324735,2035.3725072501113
1485.2904,,,139.681396,146.978103,0.3454,1.31050002,2.01640009,49.8762016,1.41799998,1.19920003,,1485.2904,0.4367868483372079,3909.157907126276,144.01210071790769,2109.468837696,1936.8317466960941,1966.713823606804,1996.143166817373
1485.4428,,,141.1501,145.685195,0.3759,1.34819996,1.99639999,49.8774986,1.64579999,1.11629998,,1485.4428,0.43245448360029254,3909.5903616098763,144.00568268414796,2109.6852822719998,1998.2196667608873,2017.2654660192968,2036.1214839493798
1485.5952,,,139.705902,143.567001,0.4289,1.34819996,1.9864,49.8785018,1.50859999,1.05550003,,1485.5952,0.43028831422886404,3910.020649924105,143.99926470073095,2109.9017268479997,1938.788563336519,1968.3972411739844,1997.5611850761368
1485.7476,,,141.969802,140.348602,0.47459998,1.32039999,1.9907,49.8757019,1.46420001,1.04929995,,1485.7476,0.43121976799003203,3910.451869692095,143.9928467676567,2110.1181714239997,2032.0529304118782,2045.2950020286612,2058.443721558708
1485.9,,,135.022903,138.697998,0.48669999,1.28299999,1.98769998,49.8718986,1.53649997,1.10049998,,1485.9,0.430569912196409,3910.8824396042914,143.98642888492515,2110.334616,1727.4134947828907,1796.4687611160357,1863.3400578444594
1486.0524,,,143.385604,137.680206,0.46999999,1.25469994,1.98440003,49.8811988,1.70169997,1.12,,1486.0524,0.42985508641985865,3911.3122946907115,143.98001105253633,2110.551060576,2088.062848871702,2091.830292618911,2095.589951566064
1486.2048,,,145.8479,135.562103,0.4648,1.2651,1.97169995,49.8829994,1.58389997,1.10810005,,1486.2048,0.4271040312377344,3911.7393987219493,143.9735932704902,2110.767505152,2179.3124697147664,2168.0722151735094,2156.759032117903
1486.3572,,,139.061904,133.911499,0.4106,1.27789998,1.95840001,49.8726005,1.43929994,1.1236,,1486.3572,0.4242230360897557,3912.163621758039,143.96717553878682,2110.9839497279995,1913.5769994398104,1947.9201448152023,1981.67314732608
1486.5096,,,139.115905,135.397003,0.45109999,1.3025,1.944,49.8811988,1.38999998,1.12259995,,1486.5096,0.42110374690944,3912.5847255049484,143.9607578574262,2111.200394304,1916.3647477699612,1950.2425945366308,1983.545500407835
1486.662,,,141.213897,138.697998,0.40819999,1.31260001,1.94669997,49.875,1.82130002,1.06659996,,1486.662,0.4216886067260775,3913.0064141116745,143.95434022640828,2111.41683888,2004.4814903465567,2022.7349715792452,2040.8138731808465
1486.8144,,,142.156402,143.374496,0.40839999,1.30060005,1.95239996,49.8787002,1.74530005,1.12109994,,1486.8144,0.4229233223363379,3913.429337434011,143.9479226457331,2111.633283456,2042.6499836791052,2054.327933487538,2065.9329861307033
1486.9668,,,142.077896,145.465103,0.34419998,1.26219999,1.95780003,49.8718986,1.43200004,1.14240002,,1486.9668,0.42409307012984276,3913.8534305041408,143.94150511540062,2111.849728032,2040.0059191694388,2052.175780030775,2064.266602703312
1487.1192,,,139.061904,146.840606,0.38989999,1.26989996,1.95089995,49.8718986,1.46360003,1.19930005,,1487.1192,0.4225983944395264,3914.27602889858,143.93508763541087,2112.0661726079998,1915.8831375457587,1950.0040398278513,1983.5423559840717
1487.2716,,,139.061904,148.408599,0.3569,1.24609994,1.95990002,49.8718986,1.54990005,1.15680003,,1487.2716,0.42454796398656713,3914.700576862567,143.92867020576386,2112.2826171839997,1916.3442461020666,1950.4207343742876,1983.9161415674776
1487.424,,,139.096206,148.050903,0.45989999,1.27540004,1.98489999,49.8791999,1.60230004,1.16079998,,1487.424,0.4299633863320525,3915.130540248899,143.9222528264596,2112.4990617599997,1918.2828371155767,1952.0477713778832,1985.2417703685865
1487.5764,,,140.469802,143.732101,0.5018,1.30789995,2.0078001,49.8748016,1.60259997,1.14699995,,1487.5764,0.43492394298104337,3915.56546419188,143.91583549749805,2112.7155063359996,1976.7502313105097,2000.1031286648383,2023.1747419619794
1487.7288,,,142.616897,135.094406,0.43099999,1.31869995,2.01659989,49.8718986,1.51279997,1.13240003,,1487.7288,0.43683012844452923,3916.0022943203244,143.9094182188792,2112.931950912,2063.4632345376513,2071.8012807128916,2080.1017983870984
