Days	Qgas_mmscf	Whp_psig	
1013	0.823896	1220.404	
1014	0.8017995	1234.355	
1015	0.842313	1223.634	
1016	0.862326	1170.122	
1017	0.8526225	1147.758	
1018	0.848934	1150.93	
1019	0.828168	1145.069	
1020	0.8254875	1150.072	
1021	0.820089	1146.653	
1022	0.8064585	1159.972	
1023	0.807396	1145.069	
1024	0.801951	1156.549	
1025	0.7898775	1154.051	
1026	0.7764885	1179.347	
1027	0.7935855	1148.974	
1028	0.768702	1150.933	
1029	0.797817	1151.787	
1030	0.771105	1155.571	
1031	0.760926	1168.943	
1032	0.7796655	1155.59	
1033	0.780609	1134.225	
1034	0.7688655	1131.811	
1035	0.744276	1152.154	
1036	0.7496865	1160.628	
1037	0.755184	1146.18	
1038	0.7616775	1137.301	
1039	0.7454145	1142.279	
1040	0.7345485	1145.103	
1041	0.700509	1170.537	
1042	0.710832	1175.454	
1043	0.717831	1247.283	
1044	0.6251115	1297.191	
1045	0.7081035	1228.136	
1046	0.6564525	1217.288	
1047	0.704283	1278.431	
1048	0.666675	1238.429	
1049	0.690609	1265.15	
1050	0.6966135	1218.877	
1051	0.6935565	1219.634	
1052	0.687093	1216.437	
1053	0.698262	1221.153	
1054	0.6721455	1227.237	
1055	0.6758325	1222.843	
1056	0.664611	1226.605	
1057	0.6209925	1221.845	
1058	0.594585	1477.542	
1059	0.7223835	1235.185	
1060	0.692634	1212.808	
1061	0.657177	1226.367	
1062	0.701034	1203.553	
1063	0.6947745	1195.751	
1064	0.668496	1192.142	
1065	0.6582705	1214.742	
1066	0.6493785	1224.928	
1067	0.619767	1236.099	
1068	0.67617	1232.635	
1069	0.658491	1217.984	
1070	0.6372165	1205.466	
1071	0.679848	1208.691	
1072	0.655644	1201.269	
1073	0.6271905	1219.874	
1074	0.6321	1230.578	
1075	0.6416055	1227.499	
1076	0.653025	1220.5	
1077	0.626256	1209.063	
1078	0.620952	1236.634	
1079	0.6396825	1234.427	
1080	0.656913	1205.789	
1081	0.6105855	1207.212	
1082	0.5702115	1357.174	
1083	0.689139	1225.636	
1084	0.6623625	1204.623	
1085	0.642738	1200.401	
1086	0.620919	1217.227	
1087	0.6216045	1223.727	
1088	0.604083	1220.848	
1089	0.6194145	1233.9	
1090	0.609411	1224.139	
1091	0.627573	1205.216	
1092	0.609651	1207.11	
1093	0.621258	1220.201	
1094	0.6098895	1209.494	
1095	0.6212565	1210.602	
1096	0.6166095	1206.163	
1097	0.6317115	1196.324	
1098	0.5972055	1196.614	
1099	0.6149715	1222.964	
1100	0.6165735	1203.122	
1101	0.5885055	1203.874	
1102	0.5977755	1231.366	
1103	0.574041	1231.613	
1104	0.595872	1234.145	
1105	0.572187	1244.078	
1106	0.601314	1230.2	
1107	0.6615285	1230.856	
1108	0.61716	1240.62	
1109	0.534663	1234.123	
1110	0.570549	1343.673	
1111	0.5995245	1284.916	
1112	0.606429	1220.719	
1113	0.6133725	1199.062	
1114	0.6076095	1214.273	
1115	0.6303945	1182.394	
1116	0.5772105	1207.762	
1117	0.5706885	1225.78	
1118	0.6132255	1219.939	
1119	0.6379785	1144.962	
1120	0.630165	1141.872	
1121	0.713127	1128.579	
1122	0.57456	1156.31	
1123	0.5970555	1171.03	
1124	0.571224	1163.784	
1125	0.608952	1140.767	
1126	0.591	1140.754	
1127	0.5715915	1134.692	
1128	0.5857425	1182.427	
1129	0.566604	1159.257	
1130	0.5735685	1166.48	
1131	0.5800185	1148.909	
1132	0.57171	1142.216	
1133	0.5976735	1147.397	
1134	0.5236695	1170.437	
1135	0.593397	1197.938	
1136	0.522186	1209.996	
1137	0.5432025	1188.319	
1138	0.5183955	1297.483	
1139	0.585072	1205.529	
1140	0.592176	1187.525	
1141	0.569733	1170.801	
1142	0.5615265	1174.681	
1143	0.5583075	1183.951	
1144	0.5490435	1185.011	
1145	0.5707215	1180.725	
1146	0.538458	1181.336	
1147	0.550878	1185.158	
1148	0.5514885	1170.67	
1149	0.557229	1170.324	
1150	0.5084085	1181.234	
1151	0.52389	1202.44	
1152	0.53964	1202.872	
1153	0.508494	1186.837	
1154	0.496977	1189.864	
1155	0.561915	1190.524	
1156	0.5282595	1192.483	
1157	0.500277	1190.615	
1158	0.5545785	1195.392	
1159	0.5315535	1186.705	
1160	0.5159415	1180.39	
1161	0.5224995	1174.777	
1162	0.5342295	1175.032	
1163	0.516705	1170.537	
1164	0.520386	1181.21	
1165	0.4925805	1180.665	
1166	0.5260485	1302.672	
1167	0.5406885	1204.963	
1168	0.5389455	1183.134	
1169	0.540513	1184.066	
1170	0.5469345	1177.298	
1171	0.544971	1161.134	
1172	0.536097	1164.647	
1173	0.5386725	1151.763	
1174	0.5180595	1162.934	
1175	0.520617	1162.747	
1176	0.5008725	1160.698	
1177	0.502221	1160.605	
1178	0.510447	1160.783	
1179	0.4962675	1167.554	
1180	0.501504	1160.327	
1181	0.518547	1160.331	
1182	0.4812375	1165.361	
1183	0.485157	1169.65	
1184	0.478707	1173.493	
1185	0.436713	1195.751	
1186	0.5169315	1193.342	
1187	0.4945635	1175.205	
1188	0.4892925	1172.706	
1189	0.4975035	1170.487	
1190	0.485472	1165.15	
1191	0.4867695	1169.426	
1192	0.4789635	1167.052	
1193	0.485382	1163.121	
1194	0.46269	1160.386	
1195	0.502899	1260.676	
1196	0.4954755	1176.062	
1197	0.496278	1176.022	
1198	0.4854675	1182.102	
1199	0.5152425	1175.313	
1200	0.463779	1177.139	
1201	0.4587255	1184.578	
1202	0.459282	1196.932	
1203	0.4373625	1197.738	
1204	0.452931	1193.666	
1205	0.4360605	1203.477	
1206	0.4387755	1220.241	
1207	0.444441	1209.657	
1208	0.483693	1183.551	
1209	0.4547055	1181.79	
1210	0.438264	1198.575	
1211	0.4333155	1193.301	
1212	0.4301085	1197.853	
1213	0.455046	1209.19	
1214	0.4383975	1210.8	
1215	0.4622145	1191.549	
1216	0.433068	1192.854	
1217	0.4440255	1202.797	
1218	0.4503855	1203.745	
1219	0.462552	1194.662	
1220	0.4561515	1180.789	
1221	0.4441665	1183.074	
1222	0.458061	1214.246	
1223	0.435717	1189.576	
1224	0.412488	1199.544	
1225	0.4019865	1201.673	
1226	0.444555	1259.867	
1227	0.4357155	1235.373	
1228	0.463365	1234.045	
1229	0.447837	1230.745	
1230	0.468474	1215.229	
1231	0.438756	1216.213	
1232	0.441054	1233.261	
1233	0.4258185	1224.949	
1234	0.4458855	1218.846	
1235	0.434475	1226.24	
1236	0.4634985	1214.303	
1237	0.415011	1206.037	
1238	0.4041915	1233.486	
1239	0.4386285	1207.937	
1240	0.4374435	1222.327	
1241	0.4282815	1193.459	
1242	0.4214355	1198.575	
1243	0.4332135	1199.962	
1244	0.4116735	1208.89	
1245	0.4240755	1198.535	
1246	0.406251	1212.133	
1247	0.41475	1210.982	
1248	0.4091415	1206.703	
1249	0.4217595	1216.496	
1250	0.41943	1212	
1251	0.410979	1230.521	
1252	0.421902	1218.463	
1253	0.3973125	1220.679	
1254	0.375741	1303.745	
1255	0.3970605	1275.213	
1256	0.425202	1270.903	
1257	0.4163475	1262.569	
1258	0.4090635	1262.224	
1259	0.4070865	1257.703	
1260	0.4127595	1266.064	
1261	0.3951315	1270.446	
1262	0.4101645	1269.092	
1263	0.433269	1289.354	
1264	0.359451	1256.74	
1265	0.4442325	1263.179	
1266	0.397188	1255.975	
1267	0.4841175	1219.867	
1268	0.4293135	1193.374	
1269	0.4119465	1214.523	
1270	0.433689	1208.146	
1271	0.4190505	1190.159	
1272	0.3826215	1177.139	
1273	0.0496215	1221.893	
1274	0.2967765	1529.413	
1275	0.466758	1411.579	
1276	0.4654545	1321.525	
1277	0.4555365	1259.078	
1278	0.484476	1219.607	
1279	0.454785	1194.44	
1280	0.406254	1230.62	
1281	0.452868	1192.519	
1282	0.4561455	1170.676	
1283	0.455196	1163.333	
1284	0.4449855	1163.521	
1285	0.424095	1162.834	
1286	0.4473315	1161.971	
1287	0.393876	1164.65	
1288	0.3187455	1208.129	
1289	0.0394515	1272.481	
1290	0.2888625	1480.412	
1291	0.4650105	1361.395	
1292	0.392343	1348.534	
1293	0.3933945	1370.259	
1294	0.4615575	1295.927	
1295	0.4576215	1246.399	
1296	0.439824	1223.016	
1297	0.438894	1216.3	
1298	0.454683	1191.972	
1299	0.439701	1193.276	
1300	0.3885885	1192.302	
1301	0.4126185	1201.783	
1302	0.3907635	1199.495	
1303	0.4540575	1182.942	
1304	0.3928725	1168.334	
1305	0.3999825	1163.166	
1306	0.401313	1173.843	
1307	0.3582885	1174.342	
1308	0.372753	1198.243	
1309	0.4209855	1216.51	
1310	0.3507975	1202.021	
1311	0.4130415	1214.198	
1312	0.3811605	1191.716	
1313	0.4022445	1177.491	
1314	0.2314155	1181.907	
1315	0.273237	1360.887	
1316	0.384522	1281.374	
1317	0.3853815	1241.208	
1318	0.3826245	1224.705	
1319	0.385989	1213.247	
1320	0.3917985	1208.057	
1321	0.390879	1201.824	
1322	0.378411	1195.875	
1323	0.37728	1195.732	
1324	0.405489	1193.694	
1325	0.369825	1188.796	
1326	0.405873	1187.885	
1327	0.3610575	1187.2	
1328	0.4139715	1185.641	
1329	0.3946305	1180.738	
1330	0.359175	1177.213	
1331	0.406032	1176.03	
1332	0.379005	1174.473	
1333	0.3873315	1171.961	
1334	0.3846735	1170.803	
1335	0.393573	1170.368	
1336	0.288066	1166.306	
1337	0.2797155	1250.661	
1338	0.3038385	1245.17	
1339	0.319011	1242.712	
1340	0.3320775	1251.141	
1341	0.291129	1254.323	
1342	0.330879	1259.57	
1343	0.314112	1263.668	
1344	0.2715945	1336.126	
1345	0.292947	1348.358	
1346	0.3311955	1294.812	
1347	0.3192135	1288.222	
1348	0.3184095	1278.299	
1349	0.269691	1610.959	
1350	0.3192315	1538.996	
1351	0.318954	1308.973	
1352	0.3311445	1298.667	
1353	0.312027	1293.551	
1354	0.340878	1291.964	
1355	0.310458	1288.391	
1356	0.3464805	1288.571	
1357	0.3258885	1289.005	
1358	0.3107325	1287.111	
1359	0.3558825	1281.698	
1360	0.321318	1291.977	
1361	0.317133	1288.299	
1362	0.3090045	1288.302	
1363	0.3410295	1286.755	
1364	0.294552	1286.292	
1365	0.363774	1288.056	
1366	0.298728	1285.337	
1367	0.3559935	1286.046	
1368	0.326775	1283.487	
1369	0.312945	1284.74	
1370	0.3445155	1284.857	
1371	0.32289	1281.818	
1372	0.2987295	1283.088	
1373	0.3797925	1281.92	
1374	0.309564	1283.194	
1375	0.3493455	1280.725	
1376	0.312216	1279.034	
1377	0.3250635	1278.652	
1378	0.3488415	1278.328	
1379	0.3428685	1279.543	
1380	0.2968155	1277.544	
1381	0.330753	1276.283	
1382	0.332514	1277.466	
1383	0.3197985	1275.38	
1384	0.3677895	1272.996	
1385	0.3087525	1272.13	
1386	0.3300015	1271.524	
1387	0.328317	1268.381	
1388	0.339564	1269.262	
1389	0.332688	1266.14	
1390	0.3175335	1263.4	
1391	0.2916945	1269.016	
1392	0.296652	1266.993	
1393	0.317595	1284.155	
1394	0.292353	1278.638	
1395	0.397932	1277.775	
1396	0.279231	1274.237	
1397	0.358497	1273.813	
1398	0.247605	1272.921	
1399	0.1913925	1263.528	
1400	0.26754	1386.411	
1401	0.311949	1344.18	
1402	0.310314	1323.271	
1403	0.287619	1311.124	
1404	0.275451	1301.832	
1405	0.310743	1296.888	
1406	0.3205545	1292.698	
1407	0.3170175	1288.461	
1408	0.278763	1287.278	
1409	0.3682185	1284.238	
1410	0.276699	1283.367	
1411	0.3703635	1280.419	
1412	0.272253	1279.347	
1413	0.3133365	1277.797	
1414	0.36387	1275.453	
1415	0.300624	1275.585	
1416	0.301872	1274.449	
1417	0.3615585	1271.042	
1418	0.2949825	1268.648	
1419	0.333324	1266.632	
1420	0.2784375	1267.508	
1421	0.341403	1265.415	
1422	0.3034185	1265.158	
1423	0.3738195	1261.613	
1424	0.275247	1260.632	
1425	0.3367305	1261.308	
1426	0.307086	1254.795	
1427	0.3249825	1254.27	
1428	0.3246825	1253.623	
1429	0.2743755	1251.959	
1430	0.3471705	1251.632	
1431	0.357882	1249.468	
1432	0.2222745	1313.382	
